id,longitude,latitude,centrality
195,-0.2011,51.4753,0.14285714285714285
196,-0.3232,51.5366,0.14285714285714285
197,-0.1342,51.5098,0.42857142857142855
198,-0.1334,51.4893,0.14285714285714285
199,-0.3805,51.5926,0.14285714285714285
200,0.0172,51.5313,0.14285714285714285
202,-0.2954,51.571999999999996,0.14285714285714285
205,-0.2089,51.4682,0.14285714285714285
206,-0.2047,51.5341,0.14285714285714285
207,-0.2861,51.5942,0.14285714285714285
208,-0.1877,51.5107,0.14285714285714285
209,-0.2359,51.4942,0.14285714285714285
210,-0.3714,51.5753,0.2857142857142857
211,0.0454,51.5763,0.14285714285714285
212,-0.1466,51.5234,0.14285714285714285
215,0.0439,51.6171,0.14285714285714285
218,-0.188,51.519,0.14285714285714285
220,-0.4213,51.5715,0.14285714285714285
222,-0.4125,51.5732,0.14285714285714285
223,-0.1244,51.523,0.14285714285714285
224,-0.0749,51.5822,0.14285714285714285
227,-0.2265,51.5058,0.5714285714285714
229,-0.1565,51.4924,0.14285714285714285
230,0.0216,51.5808,0.14285714285714285
231,-0.2066,51.4454,0.14285714285714285
234,-0.3072,51.5011,0.14285714285714285
235,-0.3521,51.5646,0.14285714285714285
236,-0.1738,51.4941,0.2857142857142857
237,-0.3081,51.5701,0.0
239,-0.3988,51.5569,0.14285714285714285
240,-0.1919,51.4154,0.14285714285714285
241,0.0275,51.5917,0.14285714285714285
242,-0.2459,51.495,0.14285714285714285
243,-0.3028,51.6194,0.0
244,-0.047,51.5221,0.14285714285714285
245,-0.12300000000000001,51.4723,0.42857142857142855
246,-0.2759,51.5439,0.14285714285714285
247,-0.0042,51.5416,0.2857142857142857
248,-0.1335,51.4994,0.14285714285714285
249,-0.174,51.5347,0.14285714285714285
250,-0.0973,51.5146,0.14285714285714285
251,-0.3366,51.5569,0.14285714285714285
252,-0.3156,51.5507,0.14285714285714285
254,-0.1738,51.5432,0.14285714285714285
255,-0.1141,51.5111,0.0
257,-0.1598,51.4361,0.14285714285714285
258,-0.168,51.4275,0.14285714285714285
259,-0.131,51.5165,0.42857142857142855
260,-0.0594,51.5882,0.14285714285714285
263,-0.0766,51.5098,0.2857142857142857
264,-0.1374,51.5567,0.14285714285714285
265,-0.2547,51.4951,0.5714285714285714
266,-0.1028,51.5904,0.14285714285714285
268,0.2343,51.5582,0.0
269,0.1014,51.5385,0.14285714285714285
270,0.0343,51.5352,0.14285714285714285
271,-0.4786,51.5463,0.0
272,-0.1253,51.4861,0.14285714285714285
273,-0.1447,51.4965,0.42857142857142855
274,-0.0195,51.583,0.0
275,0.0288,51.5775,0.14285714285714285
277,-0.1384,51.5247,0.2857142857142857
278,-0.1835,51.5235,0.14285714285714285
279,-0.1143,51.5036,0.7142857142857143
281,-0.2963,51.5519,0.2857142857142857
282,-0.2795,51.5635,0.42857142857142855
283,-0.2011,51.521,0.14285714285714285
285,-0.1254,51.501000000000005,0.42857142857142855
286,-0.2809,51.518,0.14285714285714285
287,-0.1953,51.4872,0.14285714285714285
288,-0.1883,51.6095,0.14285714285714285
289,0.0056,51.5287,0.42857142857142855
290,-0.1906,51.5469,0.14285714285714285
291,-0.3533,51.5795,0.14285714285714285
293,-0.2065,51.4907,0.14285714285714285
294,-0.4376,51.5696,0.0
295,-0.0612,51.5194,0.14285714285714285
296,-0.2239,51.512,0.2857142857142857
297,-0.2215,51.5492,0.14285714285714285
300,-0.1992,51.4343,0.0
301,0.0341,51.607,0.2857142857142857
302,-0.1856,51.6179,0.14285714285714285
303,-0.1097,51.5975,0.14285714285714285
35,-0.1145,51.4627,0.0
6,-0.607,51.6736,0.0
23,-0.0637,51.4979,0.14285714285714285
50,-0.611,51.7052,0.0
46,-0.561,51.6679,0.2857142857142857
53,-0.5183,51.6543,0.14285714285714285
214,-0.4733,51.6404,0.14285714285714285
62,-0.4412,51.647,0.14285714285714285
280,-0.4177,51.6573,0.0
221,-0.4103,51.5606,0.14285714285714285
121,-0.1943,51.6503,0.0
261,-0.1791,51.6302,0.14285714285714285
57,-0.1496,51.6517,0.0
187,-0.1318,51.6476,0.14285714285714285
232,-0.128,51.6322,0.14285714285714285
88,0.1139,51.6937,0.0
256,0.1033,51.6717,0.14285714285714285
68,0.0838,51.6455,0.14285714285714285
158,0.0558,51.6412,0.14285714285714285
37,0.0471,51.6266,0.14285714285714285
233,-0.1052,51.501000000000005,0.14285714285714285
41,-0.0502,51.4982,0.14285714285714285
43,0.0082,51.5147,0.14285714285714285
183,0.0039,51.5005,0.14285714285714285
304,-0.2243,51.51,0.2857142857142857
